Id,label
6763834,1
3862983,1
5299926,1
4962029,1
9219162,1
10272926,1
4738625,0
7156856,1
2511452,1
5016302,1
4581889,1
9420004,1
1988132,0
9251989,0
3615739,1
2448086,1
6511816,0
8811332,0
8170002,1
8634099,0
9819979,0
8493197,0
9422060,1
5757723,1
8413135,0
9490718,1
2790513,0
6986202,1
114781,0
6133904,0
8607568,1
8184154,1
6764970,0
6063742,0
8822612,1
6946882,1
1451480,0
5834318,1
8077582,0
10046060,0
8639228,1
8050651,1
7414096,0
6718436,1
8314296,1
3833748,0
43820,0
6072765,0
532751,0
9893157,0
4692138,1
4413396,0
7184270,1
10243780,1
9205173,0
9894801,1
10015070,0
8464089,1
525749,1
5293169,0
1052624,1
8821424,0
439804,1
4402283,0
9668080,0
9990763,0
9428697,0
9859326,0
2545262,0
3328492,0
8398763,0
6211377,1
5693955,0
9324301,1
4162584,0
5992400,1
5446981,0
9856018,0
8613253,1
7502046,1
8683953,0
6822944,0
10081918,1
5971921,0
5998334,0
3502806,0
7465955,0
529708,0
9086207,0
8713831,1
7899198,0
3055405,1
10260364,1
1072087,0
9265582,1
9642630,0
4790206,0
7716081,0
4572594,1
10010689,1
5869838,1
8175492,1
8018150,0
10201072,1
7842170,0
46618,0
6753313,1
279387,0
7523930,0
8176455,0
860431,1
589069,1
1039920,0
8362365,0
6908918,1
6668550,1
5425975,1
8846834,0
6092944,1
6151647,1
2548221,1
9809383,0
10241093,0
8620787,1
3382299,1
7381859,0
4719239,0
8671105,1
3420961,0
9239170,1
8629501,0
7905015,0
7204848,1
9618956,1
6969925,1
1392059,1
8181859,0
3080760,0
9653684,0
9007592,1
9849807,1
9522851,0
9268385,0
10118647,0
3966848,1
9985210,1
6511317,1
4666154,0
9914141,0
9463887,1
9677185,1
5381435,0
4029311,0
2006893,1
9337265,1
8154379,0
8593182,1
5280531,1
9763864,1
7957498,1
9243003,1
10056526,1
9497883,1
1770845,1
5108315,1
18107,0
6404185,0
8593926,0
6421875,1
1800,0
8198544,1
1703992,1
7482824,0
5125991,1
9467063,1
137184,0
8092871,1
5535899,0
9813099,0
1085951,0
8690774,1
10041188,1
8900327,0
2539601,1
9814952,0
6410450,1
2003621,1
6028544,1
10225162,1
9815110,1
7467554,1
9222566,0
6401506,0
9311967,0
5779876,1
2450140,1
6467561,0
5983290,0
5685119,1
2141271,1
8128606,0
6058658,1
7553997,1
9977957,0
6083330,1
662892,1
7567003,1
9111667,0
5988137,0
7472561,1
7490638,1
6264752,1
9448627,1
5691463,1
9375327,1
7042993,1
5182735,0
9541111,1
9615155,1
7248122,0
8636486,0
4740507,0
6483594,0
9957914,1
8356193,0
7782855,1
3126437,1
1095069,1
6183419,0
8236771,0
6836224,1
2100743,0
9355354,0
5172213,1
5984359,0
10269819,1
6494868,0
7858750,1
9834561,0
9672068,0
8345732,0
10173581,0
5397533,1
3827324,0
46565,1
8812771,1
10048202,0
6992337,1
10188939,1
9482222,0
8534460,0
9237434,0
